Iteration,Mask Proportion,Reward Average
1,1.0,0.8123783469200134
2,0.8104440789473684,0.9566090852022171
3,0.6572094298245612,0.9674833565950394
4,0.5350877192982456,0.9697425812482834
5,0.42913925438596484,1.0156960412859917
6,0.3393640350877193,1.018225982785225
7,0.2742598684210526,1.0391922369599342
8,0.21984649122807018,1.0572281926870346
9,0.17023026315789472,1.0731966271996498
10,0.13253837719298245,1.0729437172412872
11,0.10169956140350878,1.0750476866960526
12,0.07922149122807018,1.0726661086082458
13,0.060032894736842105,1.0721548944711685
14,0.04632675438596491,1.0777411311864853
15,0.034950657894736836,1.0755724906921387
16,0.02576754385964912,1.0732275992631912
17,0.01864035087719298,1.0728380531072617
18,0.013020833333333332,1.0711702108383179
19,0.009457236842105261,1.0720971822738647
20,0.00712719298245614,1.071917548775673
21,0.004660087719298245,1.0726476162672043
22,0.0027412280701754384,1.07210011780262
23,0.002055921052631579,1.0725834369659424
24,0.0013706140350877192,1.0712898522615433
25,0.0006853070175438596,1.0712898522615433
26,0.0005482456140350877,1.0712898522615433
27,0.00013706140350877192,1.0712898522615433
28,0.00013706140350877192,1.0712898522615433
29,0.0,1.0712898522615433
30,0.0,1.0712898522615433
31,0.0,1.0712898522615433
32,0.0,1.0712898522615433
33,0.0,1.0712898522615433
34,0.0,1.0712898522615433
35,0.0,1.0712898522615433
36,0.0,1.0712898522615433
37,0.0,1.0712898522615433
38,0.0,1.0712898522615433
39,0.0,1.0712898522615433
40,0.0,1.0712898522615433
41,0.0,1.0712898522615433
42,0.0,1.0712898522615433
43,0.0,1.0712898522615433
44,0.0,1.0712898522615433
45,0.0,1.0712898522615433
46,0.0,1.0712898522615433
47,0.0,1.0712898522615433
48,0.0,1.0712898522615433
49,0.0,1.0712898522615433
