Iteration,Mask Proportion,Reward Average
1,1.0,0.8123783469200134
2,0.9783442982456139,0.8597659319639206
3,0.9562774122807017,0.888187974691391
4,0.9368146929824561,0.9072350114583969
5,0.9155701754385965,0.921664871275425
6,0.8933662280701754,0.9270154684782028
7,0.873766447368421,0.9471014514565468
8,0.8534813596491229,0.9443428739905357
9,0.8356633771929823,0.9431142434477806
10,0.8164747807017543,0.9521814957261086
11,0.7929002192982456,0.9250269085168839
12,0.7724780701754385,0.9358465075492859
13,0.7534265350877193,0.9370869994163513
14,0.733689692982456,0.940468929708004
15,0.7140899122807017,0.9424362555146217
16,0.6913377192982457,0.9390327706933022
17,0.6729714912280702,0.9590133801102638
18,0.6504934210526315,0.9554622992873192
19,0.626781798245614,0.9677360206842422
20,0.610608552631579,1.0089624151587486
21,0.593064692982456,1.026018276810646
22,0.5733278508771928,1.0144608244299889
23,0.5482456140350878,1.0216878652572632
24,0.5275493421052632,1.026060901582241
25,0.5127467105263158,1.022148460149765
26,0.4901315789473685,1.0177761390805244
27,0.47039473684210525,1.0182997435331345
28,0.4484649122807017,1.0385459661483765
29,0.4254385964912281,1.0473962798714638
30,0.4061129385964912,1.0593931525945663
31,0.38527960526315785,1.0710568651556969
32,0.36444627192982454,1.0700147598981857
33,0.3440241228070175,1.0679696947336197
34,0.3249725877192982,1.0786717906594276
35,0.30276864035087714,1.0871141031384468
36,0.28440241228070173,1.095105916261673
37,0.2635690789473684,1.0897824242711067
38,0.24328399122807018,1.0893926918506622
39,0.2195723684210526,1.0881550908088684
40,0.19572368421052627,1.0848867893218994
41,0.1761239035087719,1.0753490179777145
42,0.15816885964912278,1.0723469853401184
43,0.1387061403508772,1.0785983800888062
44,0.11800986842105261,1.0875031501054764
45,0.09936951754385964,1.086630716919899
46,0.07661732456140351,1.0788028463721275
47,0.05729166666666667,1.0735106319189072
48,0.03796600877192982,1.0797260850667953
49,0.020285087719298246,1.0887086391448975
