Iteration,Mask Proportion,Reward Average
1,1.0,-0.4506534934043884
2,0.9797149122807016,-0.44829516112804413
3,0.9577850877192983,-0.4367276504635811
4,0.9379111842105263,-0.4237261526286602
5,0.915844298245614,-0.399211760610342
6,0.8945997807017543,-0.385469414293766
7,0.875548245614035,-0.38484790176153183
8,0.8582785087719297,-0.38101811707019806
9,0.8385416666666665,-0.37990256771445274
10,0.8186677631578947,-0.36931711062788963
11,0.7983826754385965,-0.35967885702848434
12,0.7772752192982456,-0.3702993541955948
13,0.7587719298245614,-0.3706151209771633
14,0.7386239035087719,-0.36479709297418594
15,0.7198464912280701,-0.3730250746011734
16,0.6987390350877193,-0.34814678505063057
17,0.6787280701754385,-0.3506612107157707
18,0.6580317982456141,-0.35028521344065666
19,0.6395285087719298,-0.3501898758113384
20,0.6200657894736841,-0.3478903956711292
21,0.6043037280701754,-0.3396042101085186
22,0.5848410087719298,-0.34199389070272446
23,0.5653782894736842,-0.3464037701487541
24,0.5430372807017543,-0.34444156661629677
25,0.5233004385964912,-0.3375878259539604
26,0.5052083333333333,-0.3280637189745903
27,0.48273026315789475,-0.33678869158029556
28,0.4631304824561403,-0.33467888459563255
29,0.44462719298245607,-0.32994768396019936
30,0.42283442982456143,-0.32752595096826553
31,0.40200109649122806,-0.3221123740077019
32,0.38308662280701755,-0.3278318755328655
33,0.36307565789473684,-0.32601357251405716
34,0.34279057017543857,-0.32777122408151627
35,0.3259320175438596,-0.32490890473127365
36,0.305921052631579,-0.31874440237879753
37,0.28686951754385964,-0.3237583413720131
38,0.2654879385964912,-0.3247434236109257
39,0.24438048245614033,-0.3259006515145302
40,0.22313596491228066,-0.32391275092959404
41,0.20271381578947364,-0.3169572576880455
42,0.18160635964912283,-0.31973494961857796
43,0.15707236842105263,-0.3196064457297325
44,0.13829495614035087,-0.3209833912551403
45,0.1152686403508772,-0.319101769477129
46,0.09553179824561403,-0.3177926018834114
47,0.07182017543859648,-0.3194081708788872
48,0.04851973684210527,-0.31770293042063713
49,0.023985745614035086,-0.317410908639431
