Iteration,Mask Proportion,Reward Average
1,1.0,0.6693845987319946
2,0.9703947368421052,1.545151561498642
3,0.9486019736842106,1.7240892350673676
4,0.9307839912280702,1.826859027147293
5,0.9148848684210527,1.899672731757164
6,0.8965186403508771,1.9657042175531387
7,0.8810307017543859,2.0150003731250763
8,0.8673245614035088,2.0596457570791245
9,0.852247807017544,2.0955775380134583
10,0.8410087719298245,2.126360684633255
11,0.8289473684210524,2.148556172847748
12,0.8177083333333333,2.176193803548813
13,0.8046874999999999,2.2028743028640747
14,0.7924890350877193,2.2219902873039246
15,0.7822094298245614,2.239072769880295
16,0.7700109649122806,2.248933732509613
17,0.7569901315789475,2.261706978082657
18,0.7456140350877193,2.2799311876296997
19,0.7350603070175439,2.2970683574676514
20,0.7253289473684211,2.307783603668213
21,0.7145010964912281,2.3147543370723724
22,0.7021655701754386,2.3229757249355316
23,0.6883223684210527,2.332112729549408
24,0.6770833333333334,2.3389835357666016
25,0.6689967105263157,2.350253254175186
26,0.6606359649122808,2.35515558719635
27,0.650219298245614,2.357425034046173
28,0.6387061403508771,2.357936203479767
29,0.624451754385965,2.3666791915893555
30,0.6089638157894737,2.3715319335460663
31,0.5934758771929824,2.3722666800022125
32,0.5755208333333333,2.3795911371707916
33,0.5589364035087719,2.378813534975052
34,0.5423519736842106,2.3825325965881348
35,0.5256304824561403,2.3855789601802826
36,0.5100054824561403,2.393057405948639
37,0.49191337719298245,2.39304780960083
38,0.47066885964912286,2.3804012537002563
39,0.44901315789473684,2.382525861263275
40,0.4250274122807018,2.3826361298561096
41,0.39651864035087714,2.389125406742096
42,0.3655427631578947,2.3926625847816467
43,0.33305921052631576,2.381899893283844
44,0.2900219298245614,2.3862847685813904
45,0.24849232456140352,2.395009458065033
46,0.2098410087719298,2.3885728418827057
47,0.16173245614035087,2.3781200647354126
48,0.10868969298245613,2.379743367433548
49,0.0546875,2.385685086250305
