Iteration,Mask Proportion,Reward Average
1,1.0,-0.4506534934043884
2,0.9791666666666667,-0.4486200697720051
3,0.9608004385964912,-0.445095457136631
4,0.9413377192982456,-0.44501450285315514
5,0.9240679824561403,-0.4378463067114353
6,0.9033717105263158,-0.4382789768278599
7,0.8828124999999999,-0.43377557396888733
8,0.8607456140350875,-0.4338895455002785
9,0.8386787280701755,-0.4301665984094143
10,0.8177083333333335,-0.42882686108350754
11,0.7948190789473684,-0.4258280210196972
12,0.777549342105263,-0.4277185909450054
13,0.7593201754385964,-0.4311271458864212
14,0.7390350877192982,-0.43120715394616127
15,0.7190241228070176,-0.43256261199712753
16,0.7010690789473683,-0.43185611441731453
17,0.6811951754385964,-0.4294855482876301
18,0.661047149122807,-0.43985383957624435
19,0.6407620614035088,-0.4255486838519573
20,0.620202850877193,-0.4370262250304222
21,0.5997807017543859,-0.42453016713261604
22,0.5807291666666666,-0.42287322133779526
23,0.5585252192982456,-0.4167398773133755
24,0.537828947368421,-0.4172891527414322
25,0.5201480263157895,-0.4150385223329067
26,0.5015076754385965,-0.4188880883157253
27,0.4786184210526316,-0.41833990439772606
28,0.457922149122807,-0.4186876639723778
29,0.4357182017543859,-0.41856375709176064
30,0.4128289473684211,-0.4198497384786606
31,0.3908991228070175,-0.41718651354312897
32,0.37116228070175433,-0.4175015650689602
33,0.35156250000000006,-0.41908492520451546
34,0.3304550438596491,-0.4198164530098438
35,0.3118146929824561,-0.41454847529530525
36,0.29084429824561403,-0.4113551639020443
37,0.27001096491228066,-0.4077025055885315
38,0.2515076754385964,-0.4073999412357807
39,0.23163377192982457,-0.40440667048096657
40,0.20696271929824558,-0.4033108241856098
41,0.1855811403508772,-0.40103958547115326
42,0.16351425438596492,-0.3980630747973919
43,0.14830043859649122,-0.4003029093146324
44,0.12678179824561403,-0.3978968374431133
45,0.10677083333333331,-0.39631832763552666
46,0.08580043859649122,-0.39517613127827644
47,0.06154057017543858,-0.3921405225992203
48,0.04180372807017545,-0.39224380999803543
49,0.020970394736842105,-0.3905692882835865
