Iteration,Mask Proportion,Reward Average
1,1.0,-160.281276067098
2,0.9683622421091928,-156.63204269607863
3,0.9424800895153876,-154.83845529456934
4,0.9186679425528848,-153.46546036501726
5,0.8968072881228548,-152.42087629934153
6,0.8754732896866614,-151.51177661120892
7,0.8553799835041799,-150.75442815820375
8,0.8361809984750342,-150.03861417869726
9,0.8180713789662014,-149.45323667923608
10,0.8003656914932126,-148.8607072184483
11,0.7834322893461895,-148.42799451450506
12,0.7667609103824234,-147.99568226436773
13,0.750333613642662,-147.59061022102833
14,0.7338118467306742,-147.2240461061398
15,0.7173218992396091,-146.84498421351114
16,0.7023407164488535,-146.55487644672394
17,0.6871028522595174,-146.28152525921664
18,0.6726477119856509,-146.0304908057054
19,0.6579186975983478,-145.79347422222295
20,0.6429762338325651,-145.55425700048605
21,0.6276934244435707,-145.32718630631766
22,0.6128611884405848,-145.13118947048983
23,0.5988920409609808,-144.98819853862128
24,0.5843250966228214,-144.84299270808697
25,0.5690183215963615,-144.68068705499172
26,0.554230596108422,-144.5295722335577
27,0.5402248277318656,-144.40425398449102
28,0.5257484173014647,-144.2861935297648
29,0.5111661127230958,-144.17089176674685
30,0.495845053200511,-144.06396688520908
31,0.4797836235963779,-143.97656123836836
32,0.4645576791815193,-143.88723071912924
33,0.44836622095233974,-143.81996990243593
34,0.4313918982269071,-143.74050862093767
35,0.41441870251538854,-143.65923096736273
36,0.39615741800153653,-143.59392081697783
37,0.3783051016872294,-143.55380933980146
38,0.36043354645814024,-143.52913382152715
39,0.34099975540222394,-143.46865532795587
40,0.319998131031408,-143.4480839719375
41,0.2986333785347353,-143.42142789562544
42,0.2762891362768318,-143.39168739318848
43,0.2517049582278235,-143.365329682827
44,0.22525121839133685,-143.37636327246824
45,0.19633088212460484,-143.40439612666765
46,0.1656700181700585,-143.42731028298536
47,0.13216113186262737,-143.46660725275675
48,0.09161380862789646,-143.53994889060655
49,0.04564496322460764,-143.49063788851103
