Iteration,Mask Proportion,Reward Average
1,1.0,-143.56893920898438
2,0.9298245614035087,-129.22129821777344
3,0.859786184210526,-120.69891738891602
4,0.7900219298245613,-114.11204433441162
5,0.7208059210526315,-110.37870788574219
6,0.6517269736842105,-107.97468280792236
7,0.5826480263157897,-106.93549633026123
8,0.5131578947368424,-106.0781831741333
9,0.4438048245614035,-105.69264793395996
10,0.3703399122807017,-105.27239513397217
11,0.2945449561403508,-105.19189548492432
12,0.22368421052631576,-105.16476821899414
13,0.15405701754385967,-105.11781883239746
14,0.10252192982456139,-105.10923671722412
15,0.06853070175438597,-105.1090726852417
16,0.046189692982456135,-105.1090726852417
17,0.033717105263157895,-105.10728168487549
18,0.024945175438596492,-105.10728168487549
19,0.01864035087719298,-105.10728168487549
20,0.01343201754385965,-105.10728168487549
21,0.011650219298245614,-105.10728168487549
22,0.011239035087719298,-105.10728168487549
23,0.010416666666666668,-105.10728168487549
24,0.01000548245614035,-105.10728168487549
25,0.009868421052631578,-105.10728168487549
26,0.00932017543859649,-105.10728168487549
27,0.007675438596491228,-105.10728168487549
28,0.00712719298245614,-105.10728168487549
29,0.0069901315789473685,-105.10728168487549
30,0.006853070175438597,-105.10728168487549
31,0.006853070175438597,-105.10728168487549
32,0.006853070175438597,-105.10728168487549
33,0.006304824561403508,-105.10728168487549
34,0.005756578947368421,-105.10728168487549
35,0.005208333333333333,-105.10728168487549
36,0.004660087719298245,-105.10728168487549
37,0.00356359649122807,-105.10728168487549
38,0.003289473684210526,-105.10728168487549
39,0.003152412280701754,-105.10728168487549
40,0.003152412280701754,-105.10728168487549
41,0.003152412280701754,-105.10728168487549
42,0.0030153508771929823,-105.10728168487549
43,0.0030153508771929823,-105.10728168487549
44,0.0030153508771929823,-105.10728168487549
45,0.0030153508771929823,-105.10728168487549
46,0.0030153508771929823,-105.10728168487549
47,0.0030153508771929823,-105.10728168487549
48,0.0030153508771929823,-105.10728168487549
49,0.0030153508771929823,-105.10728168487549
