Iteration,Mask Proportion,Reward Average
1,1.0,-0.3427361845970154
2,0.9809484649122806,-0.35204554721713066
3,0.9598410087719298,-0.35428475216031075
4,0.9384594298245614,-0.35663745552301407
5,0.9191337719298246,-0.3601888678967953
6,0.897752192982456,-0.3662246763706207
7,0.8782894736842105,-0.37662263214588165
8,0.8589638157894736,-0.37330345064401627
9,0.8404605263157893,-0.39565638080239296
10,0.8209978070175439,-0.3956807218492031
11,0.8000274122807017,-0.41759731993079185
12,0.778919956140351,-0.38714728876948357
13,0.7579495614035088,-0.3717031441628933
14,0.7372532894736842,-0.384370606392622
15,0.7180646929824561,-0.3839121013879776
16,0.6973684210526315,-0.39400559663772583
17,0.6735197368421053,-0.393925279378891
18,0.6517269736842105,-0.4086584970355034
19,0.6303453947368421,-0.41889625415205956
20,0.6114309210526315,-0.39095672965049744
21,0.5888157894736842,-0.36662010103464127
22,0.5664747807017545,-0.3666074611246586
23,0.5441337719298246,-0.3753966726362705
24,0.5253563596491228,-0.3768860585987568
25,0.5072642543859649,-0.3873348757624626
26,0.48752741228070173,-0.3885808140039444
27,0.4688870614035087,-0.4189190976321697
28,0.446546052631579,-0.42903265729546547
29,0.4253015350877192,-0.4034138545393944
30,0.40350877192982454,-0.41160862520337105
31,0.38363486842105265,-0.3853951022028923
32,0.36129385964912286,-0.38373713195323944
33,0.3445723684210526,-0.3856515772640705
34,0.3246984649122807,-0.39764345437288284
35,0.3049616228070175,-0.39325904101133347
36,0.28385416666666663,-0.3932727016508579
37,0.2675438596491228,-0.3955734334886074
38,0.24725877192982454,-0.3805275037884712
39,0.22478070175438594,-0.35104722529649734
40,0.20367324561403505,-0.35079048946499825
41,0.18462171052631576,-0.35404788330197334
42,0.16570723684210525,-0.3396791145205498
43,0.1465186403508772,-0.33979566022753716
44,0.12582236842105263,-0.3388810157775879
45,0.10581140350877191,-0.33926885947585106
46,0.08333333333333333,-0.3371082879602909
47,0.06154057017543858,-0.3379547819495201
48,0.04015899122807017,-0.33824166655540466
49,0.021655701754385963,-0.3371375612914562
