Iteration,Mask Proportion,Reward Average
1,1.0,0.6693845987319946
2,0.9804002192982455,0.7699823305010796
3,0.9575109649122807,0.7998471334576607
4,0.9375000000000001,0.7840513698756695
5,0.9187225877192984,0.901021771132946
6,0.8966557017543859,0.8992789313197136
7,0.8754111842105264,0.9257174134254456
8,0.8560855263157894,0.9932717457413673
9,0.8333333333333333,1.0494724586606026
10,0.8164747807017543,1.097442738711834
11,0.7964638157894737,1.1444408372044563
12,0.7750822368421053,1.1604999601840973
13,0.7565789473684211,1.2238530814647675
14,0.7376644736842105,1.1834738180041313
15,0.7198464912280701,1.2140913903713226
16,0.6990131578947367,1.2064378261566162
17,0.6807839912280702,1.251175880432129
18,0.6633771929824562,1.309956505894661
19,0.6407620614035088,1.2869175225496292
20,0.6208881578947368,1.2940738797187805
21,0.5959429824561403,1.3675812780857086
22,0.5744243421052632,1.391075924038887
23,0.5550986842105263,1.401701658964157
24,0.5376918859649122,1.4328976422548294
25,0.5176809210526315,1.480037361383438
26,0.49616228070175444,1.532044842839241
27,0.47656249999999994,1.5572725683450699
28,0.45627741228070173,1.5990453958511353
29,0.43654057017543857,1.6093897223472595
30,0.4163925438596491,1.6346323639154434
31,0.39405153508771934,1.6441044360399246
32,0.37033991228070173,1.6438578814268112
33,0.3466282894736841,1.6686813533306122
34,0.324561403508772,1.6743277609348297
35,0.3063322368421053,1.681681603193283
36,0.28440241228070173,1.6752797812223434
37,0.26027960526315785,1.677546501159668
38,0.2402686403508772,1.6808026134967804
39,0.22176535087719296,1.6882419735193253
40,0.20161732456140352,1.6879851818084717
41,0.18407346491228072,1.6915502548217773
42,0.16324013157894735,1.6993019133806229
43,0.14213267543859648,1.7113676965236664
44,0.12184758771929824,1.717044174671173
45,0.09978070175438597,1.723310425877571
46,0.08045504385964912,1.7381545007228851
47,0.06099232456140351,1.734764203429222
48,0.04303728070175438,1.7514237761497498
49,0.021655701754385963,1.7560915648937225
