Iteration,Mask Proportion,Reward Average
1,1.0,0.6750708445906639
2,0.9802631578947367,0.8502953946590424
3,0.9595668859649124,0.8915154859423637
4,0.9377741228070176,0.7894120439887047
5,0.9163925438596492,0.9132426977157593
6,0.8966557017543859,0.9313587248325348
7,0.877467105263158,0.8226497322320938
8,0.8569078947368421,0.9234056174755096
9,0.8342927631578947,0.93448506295681
10,0.8115405701754386,0.9080930948257446
11,0.7911184210526316,0.9596811830997467
12,0.7727521929824562,0.9621300920844078
13,0.7546600877192982,1.0078836753964424
14,0.730263157894737,0.981136865913868
15,0.713952850877193,0.9891985356807709
16,0.6917489035087718,1.0278129577636719
17,0.6729714912280701,0.9897449612617493
18,0.6528234649122806,0.9919755905866623
19,0.6330866228070174,1.0943733304738998
20,0.6117050438596491,1.0253213942050934
21,0.5929276315789475,1.0185579061508179
22,0.5742872807017544,1.1749928444623947
23,0.5546875000000001,1.0450718253850937
24,0.5331688596491229,1.0554965734481812
25,0.5131578947368421,1.2715477645397186
26,0.4941063596491228,1.0721094086766243
27,0.47519188596491224,1.0669016018509865
28,0.45531798245614036,1.2989184856414795
29,0.4376370614035088,1.0976428464055061
30,0.4154331140350877,1.1166591942310333
31,0.3950109649122807,1.3153568357229233
32,0.3754111842105263,1.133164644241333
33,0.35416666666666663,1.1299084797501564
34,0.3319627192982456,1.3714244812726974
35,0.311266447368421,1.1386379823088646
36,0.2893366228070175,1.1271324157714844
37,0.2685032894736842,1.3613427877426147
38,0.24821820175438594,1.1297224164009094
39,0.22944078947368418,1.1349644362926483
40,0.20751096491228072,1.4158168733119965
41,0.18585526315789472,1.136694572865963
42,0.16858552631578946,1.1349638476967812
43,0.14597039473684212,1.3811185956001282
44,0.12774122807017543,1.1411021053791046
45,0.1092379385964912,1.1390544176101685
46,0.08881578947368421,1.3615577816963196
47,0.06661184210526315,1.1289297342300415
48,0.043859649122807015,1.135853797197342
49,0.021107456140350873,1.3583660125732422
