Iteration,Mask Proportion,Reward Average,DDG Train Average,DDG Eval Average,ProtGPT Average
1,1.0,-143.56893920898438,0.24166008830070496,0.6693868041038513,-143.56893920898438
2,0.9617598684210527,-124.79194641113281,0.22989172488451004,0.49261992052197456,-124.79194641113281
3,0.9290021929824561,-120.968918800354,0.2934153154492378,0.8626455813646317,-120.968918800354
4,0.8983004385964911,-119.01012325286865,0.29034658521413803,0.8616863861680031,-119.01012325286865
5,0.8673245614035087,-117.46300029754639,0.2844294458627701,0.8603607565164566,-117.46300029754639
6,0.8377192982456139,-116.16806602478027,0.2529833186417818,0.8312543481588364,-116.16806602478027
7,0.8125,-115.18713474273682,0.2232692763209343,0.786615863442421,-115.18713474273682
8,0.7859100877192983,-114.52960681915283,0.18331924825906754,0.6840754449367523,-114.52960681915283
9,0.7653508771929826,-113.94357776641846,0.1570068271830678,0.68388307467103,-113.94357776641846
10,0.7479440789473684,-113.36859512329102,0.1135633634403348,0.596173319965601,-113.36859512329102
11,0.7301260964912281,-112.93478775024414,0.0994868641719222,0.5933781526982784,-112.93478775024414
12,0.7118969298245613,-112.59454154968262,0.0808821301907301,0.4838310070335865,-112.59454154968262
13,0.6949013157894737,-112.27673149108887,0.06554256472736597,0.4802948422729969,-112.27673149108887
14,0.6790021929824561,-111.98368644714355,0.053123353980481625,0.46979799726977944,-111.98368644714355
15,0.6651589912280701,-111.74237728118896,0.04775573452934623,0.45625087060034275,-111.74237728118896
16,0.6514528508771928,-111.555344581604,0.03893140470609069,0.41836336627602577,-111.555344581604
17,0.635827850877193,-111.33073329925537,0.029893825761973858,0.41497653909027576,-111.33073329925537
18,0.6226699561403509,-111.15096378326416,0.03280839021317661,0.43671534582972527,-111.15096378326416
19,0.6110197368421051,-111.01767158508301,0.02186985476873815,0.40577192325145006,-111.01767158508301
20,0.5974506578947368,-110.84229850769043,0.004636251367628574,0.36682049091905355,-110.84229850769043
21,0.5844298245614035,-110.72749900817871,-0.012799782678484917,0.35132700856775045,-110.72749900817871
22,0.5734649122807017,-110.55188751220703,-0.015378965996205807,0.32425322756171227,-110.55188751220703
23,0.5620888157894737,-110.4143180847168,-0.01663250010460615,0.3265265170484781,-110.4143180847168
24,0.5494791666666666,-110.30472755432129,-0.015824054833501577,0.3504715710878372,-110.30472755432129
25,0.5364583333333334,-110.17300319671631,-0.016650887206196785,0.38410518411546946,-110.17300319671631
26,0.5213815789473684,-109.99316787719727,-0.01602431177161634,0.3701611151918769,-109.99316787719727
27,0.5095942982456141,-109.87115669250488,-0.02217703266069293,0.3562099765986204,-109.87115669250488
28,0.4984923245614035,-109.79879474639893,-0.027758588083088398,0.35368273593485355,-109.79879474639893
29,0.4876644736842105,-109.74979972839355,-0.020463977940380573,0.3822310287505388,-109.74979972839355
30,0.4764254385964912,-109.73089504241943,-0.022322339471429586,0.38754456117749214,-109.73089504241943
31,0.46367872807017546,-109.66928958892822,-0.02165454998612404,0.37343699112534523,-109.66928958892822
32,0.4473684210526316,-109.59878540039062,-0.0163524248637259,0.3897055499255657,-109.59878540039062
33,0.4346217105263158,-109.55844402313232,-0.018966365605592728,0.3846946731209755,-109.55844402313232
34,0.4180372807017544,-109.48087692260742,-0.02191898482851684,0.372375788167119,-109.48087692260742
35,0.4024122807017543,-109.41768741607666,-0.019072636030614376,0.36734028346836567,-109.41768741607666
36,0.38500548245614036,-109.31369113922119,-0.025794115150347352,0.35423848778009415,-109.31369113922119
37,0.3691063596491228,-109.28403377532959,-0.027766849612817168,0.3574502728879452,-109.28403377532959
38,0.3549890350877193,-109.23031616210938,-0.02873701206408441,0.3639369774609804,-109.23031616210938
39,0.33908991228070173,-109.17893314361572,-0.027703848434612155,0.3632533848285675,-109.17893314361572
40,0.321546052631579,-109.14682292938232,-0.03373978566378355,0.3707702122628689,-109.14682292938232
41,0.30496162280701755,-109.09939479827881,-0.03565329313278198,0.36024246364831924,-109.09939479827881
42,0.28755482456140347,-109.07754039764404,-0.03834003419615328,0.35656846687197685,-109.07754039764404
43,0.264391447368421,-108.99621391296387,-0.03877159487456083,0.34931764006614685,-108.99621391296387
44,0.24410635964912278,-108.96888828277588,-0.036439477698877454,0.35037563368678093,-108.96888828277588
45,0.2190241228070175,-108.96139240264893,-0.034634087700396776,0.36480530723929405,-108.96139240264893
46,0.18681469298245615,-108.86275386810303,-0.042387744411826134,0.32376910746097565,-108.86275386810303
47,0.1503563596491228,-108.79520225524902,-0.042437364580109715,0.33819362986832857,-108.79520225524902
48,0.10759320175438596,-108.7168140411377,-0.04653078643605113,0.36134565249085426,-108.7168140411377
49,0.05455043859649123,-108.66422176361084,-0.05120802344754338,0.3310607373714447,-108.66422176361084
