Iteration,Mask Proportion,Reward Average,DDG Train Average,DDG Eval Average,ProtGPT Average
1,1.0,-143.56893920898438,0.24166008830070496,0.6693868041038513,-143.56893920898438
2,0.932017543859649,-130.78177452087402,0.3435213267803192,0.5901735462248325,-130.78177452087402
3,0.8630756578947366,-122.9356164932251,0.38232001662254333,0.31801064033061266,-122.9356164932251
4,0.7974232456140349,-117.44798469543457,0.33179686963558197,-0.20190323144197464,-117.44798469543457
5,0.733004385964912,-113.62516498565674,0.23619903437793255,-0.5007511489093304,-113.62516498565674
6,0.6718750000000001,-111.22064304351807,0.18693826906383038,-0.5251719430088997,-111.22064304351807
7,0.6088267543859649,-109.55202293395996,0.09305207943543792,-0.6324438154697418,-109.55202293395996
8,0.5429002192982456,-108.71771144866943,0.0815625973045826,-0.6259962171316147,-108.71771144866943
9,0.4786184210526315,-107.75260353088379,0.050024577183648944,-0.6258017458021641,-107.75260353088379
10,0.40858004385964913,-107.10659503936768,0.031474198680371046,-0.648679755628109,-107.10659503936768
11,0.3260690789473684,-106.88787746429443,0.006876696366816759,-0.6624768301844597,-106.88787746429443
12,0.2486293859649123,-106.707106590271,-0.0037848264910280704,-0.6687349453568459,-106.707106590271
13,0.17023026315789475,-106.7157154083252,-0.002889880444854498,-0.6768984794616699,-106.7157154083252
14,0.11047149122807015,-106.62757015228271,-0.002733394270762801,-0.679955504834652,-106.62757015228271
15,0.06524122807017545,-106.59587287902832,-0.004919142462313175,-0.6837540939450264,-106.59587287902832
16,0.03851425438596491,-106.59587287902832,-0.004919142462313175,-0.6837540939450264,-106.59587287902832
17,0.022341008771929825,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
18,0.013294956140350877,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
19,0.00712719298245614,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
20,0.004111842105263158,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
21,0.0024671052631578946,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
22,0.0013706140350877192,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
23,0.0009594298245614035,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
24,0.0008223684210526315,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
25,0.00027412280701754384,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
26,0.00027412280701754384,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
27,0.00013706140350877192,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
28,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
29,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
30,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
31,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
32,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
33,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
34,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
35,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
36,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
37,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
38,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
39,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
40,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
41,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
42,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
43,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
44,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
45,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
46,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
47,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
48,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
49,0.0,-106.59550380706787,-0.005042120814323425,-0.6838684007525444,-106.59550380706787
