Iteration,Mask Proportion,Reward Average,DDG Train Average,DDG Eval Average,ProtGPT Average
1,1.0,-143.56893920898438,0.24166008830070496,0.6693868041038513,-143.56893920898438
2,0.9300986842105261,-129.51057243347168,0.35523245483636856,0.5734814926981926,-129.51057243347168
3,0.8606085526315786,-121.51445007324219,0.3889220245182514,0.2541913893073797,-121.51445007324219
4,0.7926260964912281,-115.62654685974121,0.31872985512018204,-0.3065083157271147,-115.62654685974121
5,0.7258771929824561,-112.10616207122803,0.1594295408576727,-0.5901925675570965,-112.10616207122803
6,0.6573464912280702,-109.78384017944336,0.056697024032473564,-0.7000629156827927,-109.78384017944336
7,0.5918311403508772,-108.20050621032715,0.008627906674519181,-0.6882821023464203,-108.20050621032715
8,0.5238486842105263,-106.99708557128906,-0.059280557092279196,-0.6826649904251099,-106.99708557128906
9,0.45682565789473684,-106.4965648651123,-0.0727404784411192,-0.7142589837312698,-106.4965648651123
10,0.38322368421052627,-106.20133304595947,-0.08625179901719093,-0.7362720593810081,-106.20133304595947
11,0.30715460526315785,-106.02851104736328,-0.10177803318947554,-0.7643175423145294,-106.02851104736328
12,0.2264254385964912,-105.84126949310303,-0.12198597844690084,-0.7850178480148315,-105.84126949310303
13,0.15378289473684212,-105.79007339477539,-0.13669799407944083,-0.8012445941567421,-105.79007339477539
14,0.09210526315789475,-105.77224540710449,-0.1370527888648212,-0.8017624840140343,-105.77224540710449
15,0.052220394736842105,-105.75330924987793,-0.13975822879001498,-0.8031873106956482,-105.75330924987793
16,0.029879385964912283,-105.74975299835205,-0.1398834646679461,-0.8032563030719757,-105.74975299835205
17,0.016173245614035086,-105.74975299835205,-0.1398834646679461,-0.8032563030719757,-105.74975299835205
18,0.008771929824561403,-105.74975299835205,-0.1398834646679461,-0.8032563030719757,-105.74975299835205
19,0.005893640350877192,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
20,0.0041118421052631585,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
21,0.003426535087719298,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
22,0.002055921052631579,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
23,0.0006853070175438596,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
24,0.00041118421052631577,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
25,0.00027412280701754384,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
26,0.00013706140350877192,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
27,0.00013706140350877192,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
28,0.00013706140350877192,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
29,0.00013706140350877192,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
30,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
31,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
32,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
33,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
34,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
35,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
36,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
37,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
38,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
39,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
40,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
41,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
42,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
43,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
44,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
45,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
46,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
47,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
48,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
49,0.0,-105.74333000183105,-0.14034099085256457,-0.8007127046585083,-105.74333000183105
