Iteration,Mask Proportion,Reward Average,DDG Train Average,DDG Eval Average,ProtGPT Average
1,1.0,-143.56893920898438,0.24166008830070496,0.6693868041038513,-143.56893920898438
2,0.9782072368421053,-139.7694091796875,0.2933267876505852,0.8522100001573563,-139.7694091796875
3,0.9579221491228072,-137.63988494873047,0.278926819562912,0.7200336158275604,-137.63988494873047
4,0.9391447368421053,-135.72279357910156,0.2856222577393055,0.6833737082779408,-135.72279357910156
5,0.918174342105263,-134.51658248901367,0.29986074939370155,0.6734340935945511,-134.51658248901367
6,0.894188596491228,-132.14006996154785,0.31800329871475697,0.5829864554107189,-132.14006996154785
7,0.8747258771929824,-131.06744575500488,0.3232319504022598,0.5868870764970779,-131.06744575500488
8,0.8533442982456139,-129.51795101165771,0.33313705772161484,0.4737515561282635,-129.51795101165771
9,0.832922149122807,-128.13183403015137,0.3428419381380081,0.37185013853013515,-128.13183403015137
10,0.8140076754385965,-126.9887752532959,0.3538738638162613,0.3246804061345756,-126.9887752532959
11,0.7929002192982455,-125.90462875366211,0.35258282348513603,0.2855460625141859,-125.90462875366211
12,0.772203947368421,-124.3976879119873,0.34183212369680405,0.10739090712741017,-124.3976879119873
13,0.7521929824561404,-123.87090396881104,0.3627405874431133,0.12306343857198954,-123.87090396881104
14,0.7339638157894738,-122.52816867828369,0.36040669679641724,-0.01775908749550581,-122.52816867828369
15,0.7129934210526315,-121.23928165435791,0.3329229988157749,-0.15181737020611763,-121.23928165435791
16,0.6924342105263158,-120.61043548583984,0.33136121183633804,-0.1470215991139412,-120.61043548583984
17,0.6721491228070176,-119.52045440673828,0.33657658845186234,-0.1538465516641736,-119.52045440673828
18,0.6539199561403508,-118.85139751434326,0.36864009127020836,-0.1632752614095807,-118.85139751434326
19,0.6337719298245613,-117.88763809204102,0.36166005954146385,-0.18367793317884207,-117.88763809204102
20,0.6160910087719299,-117.40954875946045,0.3631683960556984,-0.18807502556592226,-117.40954875946045
21,0.5973135964912281,-116.8668909072876,0.35810776986181736,-0.2396839540451765,-116.8668909072876
22,0.5767543859649124,-116.60468673706055,0.3614952340722084,-0.2803599238395691,-116.60468673706055
23,0.5546875000000001,-116.35906314849854,0.3717944025993347,-0.20900564827024937,-116.35906314849854
24,0.5350877192982456,-116.3907413482666,0.3782094921916723,-0.17915193550288677,-116.3907413482666
25,0.5111019736842105,-115.86274909973145,0.3904346190392971,-0.152567557990551,-115.86274909973145
26,0.4910910087719299,-115.59064102172852,0.3970949798822403,-0.07107270648702979,-115.59064102172852
27,0.47217653508771923,-115.22580337524414,0.393123809248209,-0.07425751397386193,-115.22580337524414
28,0.4520285087719298,-114.93191432952881,0.38037047162652016,-0.08631393872201443,-114.93191432952881
29,0.43078399122807015,-114.4729471206665,0.3714294098317623,-0.11400404246523976,-114.4729471206665
30,0.409813596491228,-114.23510456085205,0.36759078130126,-0.09712241124361753,-114.23510456085205
31,0.390625,-114.22589111328125,0.37450964376330376,-0.07899336237460375,-114.22589111328125
32,0.3697916666666667,-114.01749897003174,0.3679887540638447,-0.06965839769691229,-114.01749897003174
33,0.3522478070175439,-113.8849630355835,0.3646863102912903,-0.05857586255297065,-113.8849630355835
34,0.33045504385964913,-113.67439460754395,0.3600265011191368,-0.08402236038818955,-113.67439460754395
35,0.3060581140350877,-113.30720615386963,0.3627729807049036,-0.054079240653663874,-113.30720615386963
36,0.2890625,-113.20534706115723,0.36106282472610474,-0.05170137993991375,-113.20534706115723
37,0.2680921052631579,-112.96023559570312,0.3615621570497751,-0.04103338159620762,-112.96023559570312
38,0.2461622807017544,-112.80263328552246,0.3619379624724388,-0.04231428634375334,-112.80263328552246
39,0.22724780701754382,-112.6693058013916,0.37142694741487503,-0.024617335759103298,-112.6693058013916
40,0.20600328947368415,-112.65756225585938,0.3802329860627651,-0.008475925773382187,-112.65756225585938
41,0.1875,-112.68638515472412,0.38117311522364616,-0.007350863888859749,-112.68638515472412
42,0.16762609649122806,-112.57073783874512,0.38283398747444153,-1.1564232409000397e-05,-112.57073783874512
43,0.15063048245614033,-112.49749279022217,0.3867863081395626,0.01710442267358303,-112.49749279022217
44,0.1278782894736842,-112.46707439422607,0.3916739262640476,0.03932112269103527,-112.46707439422607
45,0.10622258771929824,-112.41967296600342,0.39674612134695053,0.05187884718179703,-112.41967296600342
46,0.08470394736842106,-112.38718223571777,0.39736760035157204,0.04860913334414363,-112.38718223571777
47,0.06332236842105263,-112.18996715545654,0.39538802951574326,0.04739596974104643,-112.18996715545654
48,0.04248903508771929,-112.15407752990723,0.39775919169187546,0.054828464053571224,-112.15407752990723
49,0.020833333333333332,-112.0518445968628,0.39406948164105415,0.0521034300327301,-112.0518445968628
