Iteration,Mask Proportion,Reward Average,DDG Train Average,DDG Eval Average,ProtGPT Average
1,1.0,-143.56893920898438,0.24166008830070496,0.6693868041038513,-143.56893920898438
2,0.9764254385964912,-139.96159744262695,0.31172429770231247,0.8852712064981461,-139.96159744262695
3,0.9560032894736844,-137.8428249359131,0.3163040280342102,0.8534549623727798,-137.8428249359131
4,0.9351699561403507,-135.65606498718262,0.3194551542401314,0.7625832557678223,-135.65606498718262
5,0.9151589912280702,-133.88891983032227,0.30938246846199036,0.6427555792033672,-133.88891983032227
6,0.8918585526315789,-131.54267501831055,0.33700257539749146,0.5748588442802429,-131.54267501831055
7,0.8718475877192983,-130.53118133544922,0.3268147334456444,0.5174026321619749,-130.53118133544922
8,0.8511513157894737,-129.17853355407715,0.32651882246136665,0.40695569664239883,-129.17853355407715
9,0.8319627192982455,-128.02326679229736,0.33946146070957184,0.31187684275209904,-128.02326679229736
10,0.8144188596491228,-126.69572639465332,0.34463539347052574,0.3102241102606058,-126.69572639465332
11,0.7950932017543859,-125.46838092803955,0.34044796600937843,0.18730587605386972,-125.46838092803955
12,0.7717927631578948,-124.25687885284424,0.34366824105381966,0.13250374048948288,-124.25687885284424
13,0.7520559210526315,-123.3105583190918,0.3518705330789089,0.08247882965952158,-123.3105583190918
14,0.7335526315789473,-122.14749145507812,0.3530089482665062,-0.03726938460022211,-122.14749145507812
15,0.7132675438596491,-120.42254161834717,0.3409575093537569,-0.15074193943291903,-120.42254161834717
16,0.6942160087719298,-120.10529136657715,0.3515506386756897,-0.10439338255673647,-120.10529136657715
17,0.6758497807017544,-119.03790187835693,0.36220498755574226,-0.19597547315061092,-119.03790187835693
18,0.6555646929824562,-118.22158432006836,0.37737323716282845,-0.2068520486354828,-118.22158432006836
19,0.6336348684210525,-117.12978172302246,0.38085149228572845,-0.2621355876326561,-117.12978172302246
20,0.611842105263158,-116.82286548614502,0.3775486797094345,-0.2554485406726599,-116.82286548614502
21,0.5915570175438596,-116.28094100952148,0.3644961230456829,-0.3052134979516268,-116.28094100952148
22,0.5699013157894738,-115.9077558517456,0.3672977238893509,-0.3559549879282713,-115.9077558517456
23,0.5492050438596491,-115.39713191986084,0.3648134805262089,-0.3510873094201088,-115.39713191986084
24,0.5298793859649122,-114.9925184249878,0.3576420433819294,-0.32440012507140636,-114.9925184249878
25,0.5084978070175439,-114.6154203414917,0.3674640543758869,-0.2817069720476866,-114.6154203414917
26,0.48821271929824556,-114.3566083908081,0.3568471670150757,-0.2852467130869627,-114.3566083908081
27,0.4709429824561403,-113.72433567047119,0.3493352644145489,-0.2871378604322672,-113.72433567047119
28,0.44668311403508776,-113.52016258239746,0.35060470178723335,-0.2613684441894293,-113.52016258239746
29,0.42680921052631576,-112.98955726623535,0.3447971027344465,-0.24315924383699894,-112.98955726623535
30,0.4046052631578947,-112.74214553833008,0.3437262400984764,-0.2457414399832487,-112.74214553833008
31,0.3817160087719298,-112.61865711212158,0.3443983122706413,-0.2632717005908489,-112.61865711212158
32,0.36321271929824556,-112.53455257415771,0.33281537890434265,-0.2735013347119093,-112.53455257415771
33,0.3449835526315789,-112.53620147705078,0.3225985914468765,-0.26924716494977474,-112.53620147705078
34,0.32456140350877194,-112.41799926757812,0.32646821811795235,-0.2610072228126228,-112.41799926757812
35,0.3040021929824561,-112.01158142089844,0.3457164578139782,-0.23212950583547354,-112.01158142089844
36,0.2835800438596491,-111.92239665985107,0.3475763760507107,-0.214812271296978,-111.92239665985107
37,0.26027960526315785,-111.82222938537598,0.3493506722152233,-0.2114650784060359,-111.82222938537598
38,0.24369517543859645,-111.72401237487793,0.3463326245546341,-0.21997626079246402,-111.72401237487793
39,0.22395833333333334,-111.18040657043457,0.3520069047808647,-0.1944235861301422,-111.18040657043457
40,0.20189144736842105,-111.17680072784424,0.34835393354296684,-0.1899751522578299,-111.17680072784424
41,0.18133223684210525,-111.06981468200684,0.3514831103384495,-0.17267044773325324,-111.06981468200684
42,0.16474780701754385,-111.03401947021484,0.35105784982442856,-0.1664414736442268,-111.03401947021484
43,0.1469298245614035,-110.7992992401123,0.3517986387014389,-0.16920519573614,-110.7992992401123
44,0.12623355263157895,-110.79102039337158,0.35529251769185066,-0.17450409289449453,-110.79102039337158
45,0.10389254385964912,-110.7321662902832,0.3604237474501133,-0.15384177910163999,-110.7321662902832
46,0.08278508771929824,-110.63420677185059,0.3657601922750473,-0.15798888122662902,-110.63420677185059
47,0.06071820175438597,-110.48498153686523,0.3634260855615139,-0.15566822001710534,-110.48498153686523
48,0.04180372807017543,-110.38839912414551,0.3606353998184204,-0.16460489481687546,-110.38839912414551
49,0.019873903508771933,-110.30128955841064,0.3587909936904907,-0.16991111170500517,-110.30128955841064
