Iteration,Mask Proportion,Reward Average,DDG Train Average,DDG Eval Average,ProtGPT Average
1,1.0,-143.56893920898438,0.24166008830070496,0.6693868041038513,-143.56893920898438
2,0.9298245614035087,-128.7938404083252,0.3720325268805027,0.6322683095932007,-128.7938404083252
3,0.8599232456140348,-120.91161251068115,0.38272489607334137,0.17620981112122536,-120.91161251068115
4,0.7911184210526315,-114.8645429611206,0.26344661600887775,-0.522007804363966,-114.8645429611206
5,0.7216282894736842,-111.10208511352539,0.09214309696108103,-0.7762120068073273,-111.10208511352539
6,0.6518640350877193,-108.98946475982666,0.0714401425793767,-0.7181008532643318,-108.98946475982666
7,0.5836074561403511,-107.68430233001709,0.0687150601297617,-0.675970658659935,-107.68430233001709
8,0.5143914473684211,-106.46314907073975,0.012840492185205221,-0.7161788679659367,-106.46314907073975
9,0.44435307017543857,-106.0899429321289,-0.008940051775425673,-0.7178003899753094,-106.0899429321289
10,0.3714364035087719,-105.8594913482666,-0.04923917818814516,-0.7551123276352882,-105.8594913482666
11,0.2966008771929824,-105.76792526245117,-0.048071064753457904,-0.7620498165488243,-105.76792526245117
12,0.2146381578947368,-105.65108871459961,-0.06611138116568327,-0.7796587646007538,-105.65108871459961
13,0.1484375,-105.64077186584473,-0.067023572511971,-0.7854906842112541,-105.64077186584473
14,0.09895833333333333,-105.63307285308838,-0.06714550592005253,-0.7892469763755798,-105.63307285308838
15,0.06195175438596491,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
16,0.039884868421052634,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
17,0.0268640350877193,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
18,0.018914473684210526,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
19,0.014117324561403508,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
20,0.011787280701754384,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
21,0.010964912280701754,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
22,0.010005482456140349,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
23,0.00863486842105263,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
24,0.0078125,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
25,0.007538377192982457,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
26,0.007264254385964912,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
27,0.006853070175438597,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
28,0.00644188596491228,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
29,0.00644188596491228,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
30,0.004934210526315789,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
31,0.0043859649122807015,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
32,0.004111842105263158,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
33,0.003426535087719298,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
34,0.0027412280701754384,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
35,0.0027412280701754384,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
36,0.0027412280701754384,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
37,0.0027412280701754384,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
38,0.0024671052631578946,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
39,0.0023300438596491227,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
40,0.002055921052631579,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
41,0.001918859649122807,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
42,0.001918859649122807,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
43,0.001918859649122807,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
44,0.001781798245614035,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
45,0.001781798245614035,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
46,0.001781798245614035,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
47,0.001781798245614035,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
48,0.001781798245614035,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
49,0.001781798245614035,-105.63395023345947,-0.0663069486618042,-0.7883408479392529,-105.63395023345947
