Iteration,Mask Proportion,Reward Average,DDG Train Average,DDG Eval Average,ProtGPT Average
1,1.0,-143.56893920898438,0.24166008830070496,0.6693868041038513,-143.56893920898438
2,0.9666940789473685,-122.59928512573242,0.26791602559387684,0.6461566090583801,-122.59928512573242
3,0.9311951754385965,-119.3329496383667,0.2987048998475075,0.9937891066074371,-119.3329496383667
4,0.9014528508771931,-117.662184715271,0.2796986550092697,1.1165307238698006,-117.662184715271
5,0.8708881578947367,-116.46242141723633,0.23583507165312767,0.9958695247769356,-116.46242141723633
6,0.8426535087719297,-115.34781742095947,0.18817985616624355,0.9192283675074577,-115.34781742095947
7,0.8174342105263158,-114.58839797973633,0.14169974671676755,0.8629738986492157,-114.58839797973633
8,0.7919407894736842,-113.84650230407715,0.11536490358412266,0.7881869301199913,-113.84650230407715
9,0.7700109649122807,-113.29110145568848,0.09317610785365105,0.7765562385320663,-113.29110145568848
10,0.7495888157894737,-112.76286792755127,0.07029558578506112,0.6867448389530182,-112.76286792755127
11,0.7298519736842104,-112.26464748382568,0.04304628889076412,0.6016587316989899,-112.26464748382568
12,0.7123081140350878,-111.85095405578613,0.033836261136457324,0.5877980273216963,-111.85095405578613
13,0.6970942982456139,-111.51877880096436,0.016815959010273218,0.500868147239089,-111.51877880096436
14,0.6780427631578948,-111.18844604492188,-0.00686874077655375,0.4789909338578582,-111.18844604492188
15,0.6639254385964912,-110.97660446166992,-0.01911916397511959,0.43455735221505165,-110.97660446166992
16,0.6499451754385964,-110.75584125518799,-0.03375903167761862,0.4006383316591382,-110.75584125518799
17,0.6363760964912282,-110.55857563018799,-0.03910772199742496,0.4411874767392874,-110.55857563018799
18,0.623766447368421,-110.38026142120361,-0.02751311770407483,0.4451568238437176,-110.38026142120361
19,0.6089638157894737,-110.07501125335693,-0.03542990074492991,0.4188387095928192,-110.07501125335693
20,0.5963541666666666,-109.88692951202393,-0.047615924617275596,0.4086262322962284,-109.88692951202393
21,0.5816885964912281,-109.73416519165039,-0.050916219130158424,0.4040320757776499,-109.73416519165039
22,0.5683936403508772,-109.64361763000488,-0.05527530028484762,0.38572811894118786,-109.64361763000488
23,0.5560581140350878,-109.53839206695557,-0.06652858527377248,0.36631954833865166,-109.53839206695557
24,0.5453673245614036,-109.43085765838623,-0.06677128071896732,0.3623827612027526,-109.43085765838623
25,0.5337171052631579,-109.36208248138428,-0.06909550772979856,0.37025477178394794,-109.36208248138428
26,0.5213815789473684,-109.29047393798828,-0.07132472842931747,0.36960582807660103,-109.29047393798828
27,0.5082236842105263,-109.16907405853271,-0.07821108750067651,0.3619105238467455,-109.16907405853271
28,0.49629934210526316,-109.07179164886475,-0.07719236984848976,0.3377740075811744,-109.07179164886475
29,0.48273026315789475,-109.0210371017456,-0.0811165536288172,0.32409536000341177,-109.0210371017456
30,0.47108004385964913,-108.90873622894287,-0.08058753237128258,0.329053676687181,-108.90873622894287
31,0.4601151315789473,-108.86521625518799,-0.08390701096504927,0.30558592546731234,-108.86521625518799
32,0.4470942982456141,-108.79875755310059,-0.08374010305851698,0.30866631027311087,-108.79875755310059
33,0.43558114035087725,-108.76196670532227,-0.08973697479814291,0.29905043030157685,-108.76196670532227
34,0.4231085526315789,-108.74060821533203,-0.08817637246102095,0.28770034620538354,-108.74060821533203
35,0.4103618421052631,-108.7072286605835,-0.09149186918511987,0.2824605670757592,-108.7072286605835
36,0.39871162280701755,-108.65173149108887,-0.09809947642497718,0.2672429606318474,-108.65173149108887
37,0.381578947368421,-108.58951759338379,-0.09869817807339132,0.27280704537406564,-108.58951759338379
38,0.36951754385964913,-108.57032108306885,-0.10057634743861854,0.2723835757933557,-108.57032108306885
39,0.35224780701754377,-108.5394115447998,-0.10632278583943844,0.27189682284370065,-108.5394115447998
40,0.33689692982456143,-108.47839069366455,-0.10925564519129694,0.27699992759153247,-108.47839069366455
41,0.3192160087719298,-108.44244861602783,-0.11087443470023572,0.27077731350436807,-108.44244861602783
42,0.3015350877192982,-108.40848445892334,-0.12160890526138246,0.25397780863568187,-108.40848445892334
43,0.28179824561403505,-108.35078620910645,-0.11941470275633037,0.2656393349170685,-108.35078620910645
44,0.2590460526315789,-108.323655128479,-0.11770329275168478,0.2619955278933048,-108.323655128479
45,0.23245614035087714,-108.23056125640869,-0.11643818207085133,0.2726074168458581,-108.23056125640869
46,0.20353618421052627,-108.21223449707031,-0.11877710209228098,0.2557574836537242,-108.21223449707031
47,0.17146381578947367,-108.16829872131348,-0.11300877784378827,0.2641147067770362,-108.16829872131348
48,0.12801535087719298,-108.0595064163208,-0.1057501386385411,0.2645152732729912,-108.0595064163208
49,0.06359649122807018,-108.01894474029541,-0.10500887408852577,0.26757296547293663,-108.01894474029541
